Count,Hash,Compared Hash,Last Release,Next Release,Author's Name,Author's Date,Author's Date Short,Subject,Commit Message,Merge Commit,Merge Conflict,Files Changed,Insertions,Deletions,Sample Files,Sample Modified,Sample Added,Sample Deleted
1578,10325b90e1b9c8b169bec378e0892353d31302f2,c5025dc03529f4f42626729b4bf5b7961b984700,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-03-23T23:31:53+01:00","2016-03-23","Merge pull request #3783 from akarnokd/DesignRefactorMain2x","Merge pull request #3783 from akarnokd/DesignRefactorMain2x

2.x: rename and refactor classes to match the design document",1,0,1035 ,134678 ,134685 ,"src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/NbpObservable.java src/main/java/io/reactivex/NbpObserver.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/Observer.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/exceptions/CompositeException.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/flowables/GroupedFlowable.java src/main/java/io/reactivex/internal/disposables/EmptyDisposable.java src/main/java/io/reactivex/internal/disposables/NbpFullArbiter.java src/main/java/io/reactivex/internal/operators/BlockingOperatorLatest.java ","src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/NbpObservable.java src/main/java/io/reactivex/NbpObserver.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/Observer.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/exceptions/CompositeException.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/flowables/GroupedFlowable.java src/main/java/io/reactivex/internal/disposables/EmptyDisposable.java src/main/java/io/reactivex/internal/disposables/NbpFullArbiter.java src/main/java/io/reactivex/internal/operators/BlockingOperatorLatest.java ","src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/flowables/GroupedFlowable.java src/main/java/io/reactivex/internal/operators/flowable/BlockingOperatorLatest.java src/main/java/io/reactivex/internal/operators/flowable/BlockingOperatorMostRecent.java src/main/java/io/reactivex/internal/operators/flowable/BlockingOperatorNext.java src/main/java/io/reactivex/internal/operators/flowable/CachedObservable.java src/main/java/io/reactivex/internal/operators/flowable/ObservableScalarSource.java src/main/java/io/reactivex/internal/operators/flowable/OperatorAll.java src/main/java/io/reactivex/internal/operators/flowable/OperatorAny.java src/main/java/io/reactivex/internal/operators/flowable/OperatorBuffer.java src/main/java/io/reactivex/internal/operators/flowable/OperatorBufferBoundary.java src/main/java/io/reactivex/internal/operators/flowable/OperatorBufferBoundarySupplier.java src/main/java/io/reactivex/internal/operators/flowable/OperatorBufferExactBoundary.java ","src/main/java/io/reactivex/NbpObservable.java src/main/java/io/reactivex/NbpObserver.java src/main/java/io/reactivex/internal/operators/BlockingOperatorLatest.java src/main/java/io/reactivex/internal/operators/BlockingOperatorMostRecent.java src/main/java/io/reactivex/internal/operators/BlockingOperatorNext.java src/main/java/io/reactivex/internal/operators/CachedObservable.java src/main/java/io/reactivex/internal/operators/ObservableScalarSource.java src/main/java/io/reactivex/internal/operators/OperatorAll.java src/main/java/io/reactivex/internal/operators/OperatorAny.java src/main/java/io/reactivex/internal/operators/OperatorBuffer.java src/main/java/io/reactivex/internal/operators/OperatorBufferBoundary.java src/main/java/io/reactivex/internal/operators/OperatorBufferBoundarySupplier.java src/main/java/io/reactivex/internal/operators/OperatorBufferExactBoundary.java src/main/java/io/reactivex/internal/operators/OperatorBufferTimed.java src/main/java/io/reactivex/internal/operators/OperatorCollect.java "
1579,0572b89247c2e1a0e61efe69f747321a93d1393f,10325b90e1b9c8b169bec378e0892353d31302f2,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Benoit Corne","2016-06-18T20:30:48+02:00","2016-06-18","2.x: Add support for concurrently inserting actions while advancing time (#3648)","2.x: Add support for concurrently inserting actions while advancing time (#3648)

* 2.x: Adding support for concurrently inserting actions while advancing time

* Removing the unit test proving the thread safety of
a BlockingPriorityQueue.
",0,0,3 ,505 ,50 ,"src/main/java/io/reactivex/schedulers/TestScheduler.java src/test/java/io/reactivex/schedulers/TestSchedulerTest.java ","src/main/java/io/reactivex/schedulers/TestScheduler.java src/test/java/io/reactivex/schedulers/TestSchedulerTest.java ","",""
1580,e222162ff6ab0a666e9cb67c2f80cea6d1bf7801,0572b89247c2e1a0e61efe69f747321a93d1393f,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-19T10:14:22+02:00","2016-06-19","2.x: first step switching to the reduced-allocation architecture (#4030)","2.x: first step switching to the reduced-allocation architecture (#4030)

",0,0,36 ,292 ,217 ,"src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/flowables/GroupedFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableWrapper.java src/main/java/io/reactivex/internal/operators/flowable/CachedObservable.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWrapper.java src/main/java/io/reactivex/internal/operators/flowable/ObservableScalarSource.java src/main/java/io/reactivex/internal/operators/flowable/OperatorGroupBy.java src/main/java/io/reactivex/internal/operators/flowable/OperatorPublish.java src/main/java/io/reactivex/internal/operators/flowable/OperatorReplay.java src/main/java/io/reactivex/internal/operators/observable/NbpCachedObservable.java src/main/java/io/reactivex/internal/operators/observable/NbpObservableScalarSource.java ","src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/flowables/GroupedFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableWrapper.java src/main/java/io/reactivex/internal/operators/flowable/CachedObservable.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWrapper.java src/main/java/io/reactivex/internal/operators/flowable/ObservableScalarSource.java src/main/java/io/reactivex/internal/operators/flowable/OperatorGroupBy.java src/main/java/io/reactivex/internal/operators/flowable/OperatorPublish.java src/main/java/io/reactivex/internal/operators/flowable/OperatorReplay.java src/main/java/io/reactivex/internal/operators/observable/NbpCachedObservable.java src/main/java/io/reactivex/internal/operators/observable/NbpObservableScalarSource.java ","src/main/java/io/reactivex/internal/operators/completable/CompletableWrapper.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWrapper.java src/main/java/io/reactivex/internal/operators/observable/ObservableWrapper.java src/main/java/io/reactivex/internal/operators/single/SingleWrapper.java ",""
1581,3382fe792dec743a5250bb9ad877fb98ca828f3c,e222162ff6ab0a666e9cb67c2f80cea6d1bf7801,v1.0.14-1-g639cbc529,v2.0.0-RC1,"akarnokd","2016-06-20T11:22:13+02:00","2016-06-20","2.x: factor out consumer types, add XConsumable, update ops","2.x: factor out consumer types, add XConsumable, update ops",0,0,166 ,844 ,815 ,"src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/CompletableConsumable.java src/main/java/io/reactivex/CompletableSubscriber.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/ObservableConsumable.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/SingleConsumable.java src/main/java/io/reactivex/SingleSubscriber.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMerge.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorIterable.java ","src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/CompletableConsumable.java src/main/java/io/reactivex/CompletableSubscriber.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/ObservableConsumable.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/SingleConsumable.java src/main/java/io/reactivex/SingleSubscriber.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMerge.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorIterable.java ","src/main/java/io/reactivex/CompletableConsumable.java src/main/java/io/reactivex/CompletableSubscriber.java src/main/java/io/reactivex/ObservableConsumable.java src/main/java/io/reactivex/SingleConsumable.java src/main/java/io/reactivex/SingleSubscriber.java ",""
1582,596f77f905069911f2d9046046afbd61966b54fd,3382fe792dec743a5250bb9ad877fb98ca828f3c,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-20T13:02:00+02:00","2016-06-20","2.x: Update Observable's ops to work with ObservableConsumable (#4041)","2.x: Update Observable's ops to work with ObservableConsumable (#4041)

",0,0,34 ,445 ,430 ,"src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/internal/operators/observable/NbpObservableScalarSource.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeAmb.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeCombineLatest.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeDefer.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeDelaySubscriptionOther.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeLift.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRedo.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeSequenceEqual.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeUsing.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeZip.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorBufferBoundary.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorBufferBoundarySupplier.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorBufferExactBoundary.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorConcatMap.java ","src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/internal/operators/observable/NbpObservableScalarSource.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeAmb.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeCombineLatest.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeDefer.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeDelaySubscriptionOther.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeLift.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRedo.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeSequenceEqual.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeUsing.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeZip.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorBufferBoundary.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorBufferBoundarySupplier.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorBufferExactBoundary.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorConcatMap.java ","",""
1583,7a4d6330da7db2b954062b5b5fc042433db9c06a,596f77f905069911f2d9046046afbd61966b54fd,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-20T15:07:55+02:00","2016-06-20","2.x: Use XCompletable in Completable and Single (#4042)","2.x: Use XCompletable in Completable and Single (#4042)

",0,0,14 ,311 ,252 ,"src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMerge.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeTimeout.java src/main/java/io/reactivex/internal/operators/single/SingleOperatorFlatMap.java src/main/java/io/reactivex/internal/operators/single/SingleToFlowable.java src/test/java/io/reactivex/single/SingleNullTests.java ","src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMerge.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeDelayErrorIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeMergeIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableOnSubscribeTimeout.java src/main/java/io/reactivex/internal/operators/single/SingleOperatorFlatMap.java src/main/java/io/reactivex/internal/operators/single/SingleToFlowable.java src/test/java/io/reactivex/single/SingleNullTests.java ","src/main/java/io/reactivex/internal/operators/single/SingleToFlowable.java ",""
1584,461a7bbf452c8bacb0e10036a3825a8f8a7e74b9,7a4d6330da7db2b954062b5b5fc042433db9c06a,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-20T20:01:43+02:00","2016-06-20","2.x: factor out Completable ops, unify disposed markers (#4043)","2.x: factor out Completable ops, unify disposed markers (#4043)

* Some operators extracted

* 2.x: factor out Completable ops, make them direct, fix disposed markers
",0,0,128 ,2595 ,2289 ,"src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/disposables/BooleanDisposable.java src/main/java/io/reactivex/internal/disposables/ArrayCompositeResource.java src/main/java/io/reactivex/internal/disposables/DisposableHelper.java src/main/java/io/reactivex/internal/disposables/ListCompositeResource.java src/main/java/io/reactivex/internal/disposables/MultipleAssignmentResource.java src/main/java/io/reactivex/internal/disposables/SerialResource.java src/main/java/io/reactivex/internal/disposables/SetCompositeResource.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableAwait.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableDefer.java ","src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/disposables/BooleanDisposable.java src/main/java/io/reactivex/internal/disposables/ArrayCompositeResource.java src/main/java/io/reactivex/internal/disposables/DisposableHelper.java src/main/java/io/reactivex/internal/disposables/ListCompositeResource.java src/main/java/io/reactivex/internal/disposables/MultipleAssignmentResource.java src/main/java/io/reactivex/internal/disposables/SerialResource.java src/main/java/io/reactivex/internal/disposables/SetCompositeResource.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableAwait.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableDefer.java ","src/main/java/io/reactivex/internal/disposables/DisposableHelper.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableAwait.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcat.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcatArray.java src/main/java/io/reactivex/internal/operators/completable/CompletableConcatIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableDefer.java src/main/java/io/reactivex/internal/operators/completable/CompletableDelay.java src/main/java/io/reactivex/internal/operators/completable/CompletableEmpty.java src/main/java/io/reactivex/internal/operators/completable/CompletableError.java src/main/java/io/reactivex/internal/operators/completable/CompletableErrorSupplier.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromCallable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromObservable.java ",""
1585,95febf4a68da221ded321669e95aa619c6a40b27,461a7bbf452c8bacb0e10036a3825a8f8a7e74b9,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-20T22:29:12+02:00","2016-06-20","2.x: Single operators factored out, headers added (#4045)","2.x: Single operators factored out, headers added (#4045)

",0,0,65 ,2387 ,1022 ,"src/main/java/io/reactivex/CompletableSubscriber.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/SingleSubscriber.java src/main/java/io/reactivex/internal/disposables/DisposableHelper.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableAwait.java src/main/java/io/reactivex/internal/operators/completable/CompletableDefer.java src/main/java/io/reactivex/internal/operators/completable/CompletableDelay.java src/main/java/io/reactivex/internal/operators/completable/CompletableError.java src/main/java/io/reactivex/internal/operators/completable/CompletableErrorSupplier.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromCallable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromObservable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromRunnable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromSingle.java ","src/main/java/io/reactivex/CompletableSubscriber.java src/main/java/io/reactivex/Single.java src/main/java/io/reactivex/SingleSubscriber.java src/main/java/io/reactivex/internal/disposables/DisposableHelper.java src/main/java/io/reactivex/internal/operators/completable/CompletableAmbIterable.java src/main/java/io/reactivex/internal/operators/completable/CompletableAwait.java src/main/java/io/reactivex/internal/operators/completable/CompletableDefer.java src/main/java/io/reactivex/internal/operators/completable/CompletableDelay.java src/main/java/io/reactivex/internal/operators/completable/CompletableError.java src/main/java/io/reactivex/internal/operators/completable/CompletableErrorSupplier.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromCallable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromObservable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromRunnable.java src/main/java/io/reactivex/internal/operators/completable/CompletableFromSingle.java ","src/main/java/io/reactivex/internal/operators/single/SingleAmbArray.java src/main/java/io/reactivex/internal/operators/single/SingleAmbIterable.java src/main/java/io/reactivex/internal/operators/single/SingleAwait.java src/main/java/io/reactivex/internal/operators/single/SingleCache.java src/main/java/io/reactivex/internal/operators/single/SingleContains.java src/main/java/io/reactivex/internal/operators/single/SingleDefer.java src/main/java/io/reactivex/internal/operators/single/SingleDelay.java src/main/java/io/reactivex/internal/operators/single/SingleDoOnCancel.java src/main/java/io/reactivex/internal/operators/single/SingleDoOnError.java src/main/java/io/reactivex/internal/operators/single/SingleDoOnSubscribe.java src/main/java/io/reactivex/internal/operators/single/SingleDoOnSuccess.java src/main/java/io/reactivex/internal/operators/single/SingleEquals.java src/main/java/io/reactivex/internal/operators/single/SingleError.java src/main/java/io/reactivex/internal/operators/single/SingleFlatMap.java src/main/java/io/reactivex/internal/operators/single/SingleFromCallable.java ",""
1586,113eeeb2c3e732fce96945304b8a3e27cc3ea7cc,95febf4a68da221ded321669e95aa619c6a40b27,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-21T13:55:06+02:00","2016-06-21","2.x: make Flowable operators extend Flowable directly to reduce allocation (#4049)","2.x: make Flowable operators extend Flowable directly to reduce allocation (#4049)

* Converting the Publisher-based operators to direct

* Update remaining operators to implement Flowable directly
",0,0,213 ,1306 ,924 ,"src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Scheduler.java src/main/java/io/reactivex/disposables/CompositeDisposable.java src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/disposables/MultipleAssignmentDisposable.java src/main/java/io/reactivex/disposables/SerialDisposable.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableLatest.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableNext.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAll.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAny.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAutoConnect.java ","src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Scheduler.java src/main/java/io/reactivex/disposables/CompositeDisposable.java src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/disposables/MultipleAssignmentDisposable.java src/main/java/io/reactivex/disposables/SerialDisposable.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/flowables/ConnectableFlowable.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableLatest.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableNext.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAll.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAny.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAutoConnect.java ","src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableLatest.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableNext.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAll.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAny.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAutoConnect.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBuffer.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBufferBoundary.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBufferBoundarySupplier.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBufferExactBoundary.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBufferTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCache.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCollect.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCombineLatest.java ",""
1587,287286e39fcdda7198d91b38184203537e794a9b,113eeeb2c3e732fce96945304b8a3e27cc3ea7cc,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-21T18:16:17-04:00","2016-06-21","Convert SchedulerSupport annotation to accept a string value. (#4053)","Convert SchedulerSupport annotation to accept a string value. (#4053)

",0,0,5 ,952 ,963 ,"src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/annotations/SchedulerKind.java src/main/java/io/reactivex/annotations/SchedulerSupport.java ","src/main/java/io/reactivex/Completable.java src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/annotations/SchedulerKind.java src/main/java/io/reactivex/annotations/SchedulerSupport.java ","","src/main/java/io/reactivex/annotations/SchedulerKind.java "
1588,c67eb0343a52acc0783259847aeb2ba99d81e82a,287286e39fcdda7198d91b38184203537e794a9b,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T02:54:54-04:00","2016-06-22","Update conversion method name to reflect new base type names. (#4055)","Update conversion method name to reflect new base type names. (#4055)

",0,0,1 ,1 ,1 ,"src/main/java/io/reactivex/Observable.java ","src/main/java/io/reactivex/Observable.java ","",""
